股票代码,股票名称,当前价,涨跌额,涨跌幅/%,年初至今/%,成交量,成交额,换手率/%,市盈率TTM,股息率/%,市值
SH603867,新化股份,27.28,-0.57,-2.05,14.93,1158200,31849247,1.37,23.329,0.901,3819200000
SH603260,合盛硅业,29.77,0.14,0.47,1.96,1061448,31716017,0.29,30.985,0.776,27924260000
SH600375,华菱星马,7.83,-0.18,-2.25,67.31,4014100,31669198,0.72,-54.578,0,4351448875
SH601666,平煤股份,5.97,-0.08,-1.32,59.98,5262532,31604473,0.23,10.992,5.05,13896395680
SH601020,华钰矿业,11.04,-0.24,-2.13,20.92,2842700,31497103,0.51,56.759,0,6128569843
SH603569,长久物流,10.66,-0.06,-0.56,9.69,2919351,31374084,0.52,58.936,6.401,5972546094
SH600507,方大特钢,5.45,-0.04,-0.73,-19.28,5746974,31371835,0.27,7.954,0,11749928715
SH601611,中国核建,7.52,-0.04,-0.53,6.31,4144100,31306780,0.16,16.568,0.744,19931492296
SH603767,中马传动,8.9,0.13,1.48,23.33,3539640,31291174,1.19,42.229,2.26,2724272200
SH600673,东阳光,6.14,-0.1,-1.6,-40.04,5022400,31019192,0.2,24.512,0,18505329170
SH605222,起帆电缆,23.84,0.01,0.04,29.35,1294658,31003516,2.59,28.246,,9549827200
SH603025,大豪科技,8.84,-0.13,-1.45,-3.92,3480500,30902354,0.38,51.038,2.472,8186739125
SH603655,朗博科技,53.4,1.54,2.97,142.67,585900,30895080,1.72,259.526,0.135,5660400000
SH601800,中国交建,7.58,-0.04,-0.52,-14.7,4059341,30820888,0.03,7.363,3.055,122604494522
SH600153,建发股份,8.7,-0.09,-1.02,2.54,3523002,30695640,0.12,4.421,5.695,24666244611
SH600260,凯乐科技,11.97,-0.06,-0.5,-11.79,2550620,30629716,0.26,20.242,0,11978558897
SH600275,ST昌鱼,3.27,-0.09,-2.68,49.32,9406820,30557126,1.85,-72.988,0,1663897768
SH603568,伟明环保,22.72,0.34,1.52,30.15,1351914,30527925,0.11,28.91,1.066,28549005621
SH601001,大同煤业,5.05,-0.09,-1.75,14.77,5999706,30354387,0.36,9.555,0,8452185000
SH600351,亚宝药业,5.97,0,0,2.77,5098704,30322112,0.66,-54.072,0.334,4596900137
SH601669,中国电建,3.9,-0.03,-0.76,-9.27,7715700,30169601,0.07,8.313,1.012,59666236594
SH603466,风语筑,19.41,-0.05,-0.26,30.97,1529000,29984538,1.7,21.088,0,5658993264
SH601069,西部黄金,14.34,-0.17,-1.17,-4.89,2089309,29891821,0.33,190.008,0.14,9120240000
SH603983,丸美股份,69.46,0.49,0.71,16.24,430913,29864642,0.56,52.878,0.56,27853460000
SH600777,新潮能源,1.72,0.01,0.58,-18.1,17340240,29754199,0.28,14.401,0,11696852819
SH601139,深圳燃气,7.49,0,0,-1.7,3959103,29712426,0.14,19.189,2.419,21546988905
SH600704,物产中大,4.68,-0.04,-0.85,-5.66,6281000,29464754,0.15,8.601,5.297,23691011947
SH600329,中新药业,17.15,0.33,1.96,25.88,1731990,29410610,0.31,22.037,1.773,13269693753
SH600740,山西焦化,4.81,-0.08,-1.64,-14.76,6009463,29040856,0.62,60.768,1.573,9479848269
SH603078,江化微,43.99,-0.21,-0.48,67.71,663914,28955804,0.47,152.733,0.175,6244820400
SH600177,雅戈尔,7.03,0,0,4.16,4095161,28870785,0.09,6.749,2.853,32541890900
SH600057,厦门象屿,6.38,-0.09,-1.39,59.99,4506364,28865437,0.21,11.411,3.864,13764557062
SH600064,南京高科,11.21,-0.13,-1.15,19.57,2551303,28703160,0.21,6.698,3.989,13855076714
SH601985,中国核电,4.5,-0.02,-0.44,-7.46,6327068,28519855,0.04,14.04,2.687,70044583082
SH601975,招商南油,2.68,-0.03,-1.11,-4.63,10607500,28478272,0.3,7.757,0,13244871799
SH600373,中文传媒,12.19,-0.1,-0.81,-6.66,2313328,28419057,0.17,9.779,4.039,16518226735
SH605255,天普股份,18.02,0.12,0.67,42.34,1576843,28245481,4.7,35.73,,2416121600
SH603869,新智认知,13.58,0.07,0.52,13.93,2060030,28076238,0.41,-169.476,0,6851116899
SH603869,新智认知,13.58,0.07,0.52,13.93,2060030,28076238,0.41,-169.476,0,6851116899
SH603306,华懋科技,19.37,0.12,0.62,44.39,1434030,27852526,0.47,27.408,2.35,5980297790
SH603665,康隆达,26.86,0.66,2.52,92.87,1031645,27626008,0.7,83.125,3.868,3975280000
SH600532,宏达矿业,10.2,0.21,2.1,170.56,2725812,27597860,0.53,18.701,0,5263870344
SH600392,盛和资源,7.15,-0.09,-1.24,-21.17,3845440,27531053,0.22,-335.689,0,12549444529
SH603888,新华网,20.69,-0.23,-1.1,-1.21,1325100,27516791,0.26,61.262,0.932,10738717458
SH600776,东方通信,13.11,-0.24,-1.8,-36.9,2077800,27360567,0.22,140.417,0.3,16466160839
SH600750,江中药业,12.06,-0.08,-0.66,18.03,2268089,27334761,0.36,15.776,2.066,7597800000
SH600770,综艺股份,6.25,-0.05,-0.79,15.96,4365900,27329884,0.34,32.35,0,8125000000
SH601600,中国铝业,3,-0.02,-0.66,-15.25,9063927,27221804,0.07,283.869,0,51068018853
SH600339,中油工程,3.07,-0.02,-0.65,-7.84,8834001,27174701,0.16,17.148,1.419,17140262736
SH600230,沧州大化,10.28,-0.27,-2.56,-0.32,2625041,27160453,0.64,-28.9,0.171,4233956801
SH603578,三星新材,23.07,0.56,2.49,16.39,1168117,27018574,1.29,30.344,0.901,2116331802
SH601098,中南传媒,11.08,0.03,0.27,-1.97,2418546,26873126,0.13,15.994,5.561,19899680000
SH600292,远达环保,5.67,0.12,2.16,0.92,4677190,26661493,0.6,43.243,0.906,4427231766
SH601117,中国化学,5.44,-0.04,-0.73,-12.91,4881400,26656214,0.1,9.24,3.406,26835520000
SH600199,金种子酒,6.65,0.06,0.91,6.74,4000400,26601562,0.66,-19.09,0,4374348880
SH600251,冠农股份,7.92,0.01,0.13,45.05,3315292,26293412,0.43,25.291,0,6215948703
SH601678,滨化股份,5.19,0.06,1.17,3.86,5103689,26253371,0.33,38.89,1.976,8015436000
SH600803,新奥股份,11.37,-0.18,-1.56,9.03,2301860,26252712,0.19,968.68,0.86,29561800604
SH600864,哈投股份,6.8,-0.08,-1.16,-15.22,3837900,26191326,0.18,-72.663,0.523,14147879536
SH603500,祥和实业,14.09,-0.26,-1.81,15.71,1843239,26135976,1.04,47.658,2.075,2485476000
SH600015,华夏银行,6.19,-0.03,-0.48,-15.99,4202530,26107095,0.03,4.609,3.997,95246916455
SH600060,海信视像,13.89,0.04,0.29,29.27,1884100,26043899,0.14,21.141,0.922,18174804174
SH600733,北汽蓝谷,6.2,-0.09,-1.43,6.16,4147975,25901604,0.23,-11.944,0,21660687889
SH600416,*ST湘电,19.37,-0.1,-0.51,171.29,1318200,25864865,0.14,-15.641,0,18320810875
SH601965,中国汽研,12.27,-0.32,-2.54,52.37,2071700,25670168,0.21,25.471,1.99,12129209934
SH600136,当代文体,7.59,0.01,0.13,-38.29,3350302,25534956,0.69,-4.173,0,4437255349
SH600271,航天信息,16.23,-0.04,-0.25,-29.03,1570638,25531547,0.08,36.513,1.42,30147177089
SH603181,皇马科技,18.85,-0.14,-0.74,60.76,1352703,25409518,0.33,27.118,1.101,7653100000
SH603068,博通集成,67.92,-0.73,-1.06,-24.25,372568,25383365,0.4,38.076,0.54,9421423229
SH600220,江苏阳光,2.37,0.01,0.42,4.86,10697980,25365835,0.6,-2236.149,1.064,4226516573
SH603949,雪龙集团,22.4,0.32,1.45,151.46,1133340,25255102,2.16,42.654,0.963,4699656640
SH600604,市北高新,7.68,-0.13,-1.66,-13.19,3245962,25068356,0.23,47.743,0.153,14386980895
SH600756,浪潮软件,18.02,-0.24,-1.31,-12.71,1380377,24945151,0.43,-204.555,0.165,5840259529
SH600525,长园集团,6.78,-0.1,-1.45,14.33,3640360,24817717,0.28,-10.494,0,8853155531
SH601777,*ST力帆,5.72,-0.3,-4.98,85.71,4328700,24760164,0.34,-1.249,0,7514693352
SH600985,淮北矿业,10.09,-0.22,-2.13,8.35,2442693,24737841,0.38,6.519,5.836,21920095781
SH600990,四创电子,44.6,-0.03,-0.07,0.19,552075,24720846,0.39,52.721,0.156,7099388306
SH600908,无锡银行,5.73,0,0,7,4258446,24522744,0.25,8.278,3.136,10590737535
SH600839,四川长虹,2.94,-0.02,-0.68,1.32,8337737,24518541,0.18,-54.499,0.338,13571758013
SH600366,宁波韵升,6.07,-0.07,-1.14,-8.26,4024300,24506201,0.41,78.679,0.65,6003920286
SH603355,莱克电气,36.3,-0.24,-0.66,55.09,672795,24467062,0.17,28.757,0.692,14921931750
SH600637,东方明珠,9.94,-0.06,-0.6,9.01,2456576,24422679,0.07,17.1,2.703,33940131998
SH603989,艾华集团,27.25,0.02,0.07,26.26,897434,24422133,0.23,28.414,1.086,10795500092
SH603103,横店影视,17.68,-0.63,-3.44,-5.02,1357192,24407353,0.21,-68.231,0.949,11212656000
SH603868,飞科电器,49.77,0.19,0.38,35.04,486300,24403312,0.11,34.119,2.04,21679812000
SH600203,福日电子,7.5,-0.14,-1.83,17.19,3198600,24125763,0.7,-49.07,0,3423353400
SH600093,易见股份,10.95,-0.13,-1.17,-21.56,2182600,23955196,0.19,19.036,0,12290800125
SH600612,老凤祥,47.64,-0.79,-1.63,1.97,497165,23807696,0.16,17.678,2.379,24921330277
SH603386,广东骏亚,18.58,-0.51,-2.67,16.88,1270500,23779990,0.6,68.58,0.267,4171068941
SH603890,春秋电子,15.69,-0.06,-0.38,110.27,1511972,23747183,0.79,22.53,0.905,6037135440
SH600420,现代制药,9.95,-0.02,-0.2,12.45,2385013,23705798,0.23,16.751,1.004,10218235742
SH600633,浙数文化,10.16,-0.1,-0.97,11.95,2302030,23447828,0.18,24.287,0.778,13227547362
SH603699,纽威股份,16.2,0.24,1.5,20.07,1439900,23407083,0.19,24.412,2.498,12150000000
SH603477,巨星农牧,14.79,0.05,0.34,23.12,1566400,23368057,1.38,-1293.765,0.173,6920412993
SH603538,美诺华,39.73,-0.22,-0.55,61.27,586100,23322493,0.4,34.546,0.275,5945578608
SH605388,均瑶健康,21.86,-0.14,-0.64,62.77,1065430,23271757,1.52,36.194,,9399800000
SH603080,新疆火炬,14.26,-0.13,-0.9,-13.65,1625100,23236566,1.86,29.006,0.435,2017790000
SH600850,华东电脑,25.79,-0.35,-1.34,2.8,898997,23231877,0.21,37.334,0.959,11008518960
SH600027,华电国际,3.56,-0.04,-1.11,0.89,6433718,23026481,0.08,8.502,4.056,35112196885
SH603738,泰晶科技,20.29,0.29,1.45,4,1144985,22914423,0.67,280.724,0.401,3453232161
SH600062,华润双鹤,13.07,-0.02,-0.15,2.43,1752040,22890100,0.17,14.043,2.322,13635116870
SH603786,科博达,73.25,2.07,2.91,41.29,317969,22871948,0.79,62.025,0.51,29307325000
SH600338,西藏珠峰,9.13,-0.12,-1.3,-26.96,2488140,22783178,0.27,22.391,3.289,8346738834
SH600466,蓝光发展,5.14,-0.06,-1.15,-26.76,4411406,22761000,0.15,4.39,5.541,15599542436
SH603566,普莱柯,27.41,-0.01,-0.04,45.92,834028,22756066,0.26,53.61,0.741,8812205360
SH603225,新凤鸣,10.85,0.2,1.88,-11,2110640,22700043,0.18,15.656,1.212,15147709152
SH600246,万通发展,8.1,-0.12,-1.46,54.99,2786380,22608099,0.14,42.087,0.727,16637475346
SH600592,龙溪股份,11.82,0.27,2.34,-22.97,1907563,22583095,0.48,101.934,0.952,4722723209
SH601998,中信银行,5.16,0.01,0.19,-12.71,4372843,22545693,0.01,5.58,4.632,252503743368
SH603917,合力科技,11.98,-0.19,-1.56,15.14,1859500,22465351,2.32,25.74,0.897,1878464000
SH603008,喜临门,13.22,-0.11,-0.83,-14.17,1677600,22434771,0.43,18.969,0.368,5121663144
SH603333,尚纬股份,7.26,0.11,1.54,-28.45,3103900,22339955,0.6,63.014,0.839,3774510300
SH603722,阿科力,35.22,-0.78,-2.17,13.32,629500,22219827,1.55,66.801,0.833,3097158750
SH600299,安迪苏,13.16,-0.28,-2.08,20.53,1677600,22218188,0.06,29.987,1.929,35293820753
SH603693,江苏新能,13.3,-0.09,-0.67,32.1,1674279,22205533,0.87,19.691,1.13,8219400000
SH600121,郑州煤电,2.16,0.04,1.89,-8.86,10363940,22172834,0.85,-2.071,0,2631770002
SH603083,剑桥科技,21.6,0.11,0.51,-1.41,1024810,22130124,0.69,-130.717,0.121,5447964226
SH600081,东风科技,11.77,-0.1,-0.84,3.06,1875608,21997689,0.6,36.443,1.196,3690601200
SH600007,中国国贸,13.05,-0.28,-2.1,-23.48,1670400,21920193,0.17,14.746,2.844,13145037069
SH603528,多伦科技,11.41,-0.02,-0.17,67.42,1901600,21832678,0.3,79.447,0.7,7151554095
SH600070,浙江富润,12.36,-0.21,-1.67,28.8,1751600,21772261,0.34,13.468,0.632,6451254018
SH600008,首创股份,2.98,-0.04,-1.32,-0.92,7248043,21726261,0.13,20.636,2.052,21874960217
SH600577,精达股份,3.52,-0.05,-1.4,33.9,6130977,21674990,0.32,16.056,3.38,6763346272
SH600490,鹏欣资源,3.82,-0.04,-1.04,-17.85,5646546,21662834,0.34,-141.832,0,8453228642
SH603018,中设集团,12.78,-0.07,-0.54,51.99,1698536,21651434,0.3,13.262,1.623,7121618807
SH601000,唐山港,2.51,-0.04,-1.57,0.52,8568046,21640959,0.14,8.288,3.543,14874080821
SH600668,尖峰集团,15.6,-0.17,-1.08,0.59,1379600,21541635,0.4,8.676,1.904,5367707717
SH600748,上实发展,5.68,-0.11,-1.9,-2.68,3758600,21460141,0.2,13.116,1.727,10477117227
SH600156,华升股份,4.97,0.11,2.26,11.19,4298477,21321228,1.07,-100.505,0,1998490189
SH603212,赛伍技术,32.8,-0.02,-0.06,214.18,647630,21210753,1.62,81.639,0.155,13120328000
SH600055,万东医疗,14.37,0.04,0.28,39.68,1478800,21126179,0.27,33.804,0.348,7771528780
SH600795,国电电力,2.04,-0.02,-0.97,-10.45,10317204,21122918,0.05,183.152,2.439,40086811604
SH600662,强生控股,9.26,0.05,0.54,104.78,2292700,21117422,0.22,205.149,0.434,9754133889
SH600802,福建水泥,9.48,-0.11,-1.15,30.37,2209300,20991439,0.48,9.502,1.389,4344194832
SH601200,上海环境,11.88,-0.1,-0.83,7.68,1759582,20982176,0.16,20.487,0.582,13327679491
SH600100,同方股份,7.23,-0.05,-0.69,-17.21,2875400,20846643,0.1,-156.329,0.481,21428989416
SH603896,寿仙谷,40.92,-0.05,-0.12,37.23,505388,20760111,0.36,49.171,0.837,5872976873
SH601609,金田铜业,10.12,-0.12,-1.17,55.59,2044100,20741428,0.84,28.247,0.996,14744526280
SH601577,长沙银行,9.07,-0.03,-0.33,3.69,2275442,20700023,0.23,5.87,3.516,31033492549
SH600390,五矿资本,7.34,-0.05,-0.68,-10.16,2818140,20659226,0.06,11.021,1.069,33015800469
SH600491,龙元建设,7.86,-0.09,-1.13,8.36,2596134,20598508,0.17,12.508,0.901,12023897526
SH600643,爱建集团,8.52,-0.07,-0.81,-8.36,2409700,20578016,0.17,10.261,2.897,13818779291
SH600528,中铁工业,9.28,0,0,-18.25,2211600,20566215,0.1,12.439,1.362,20615998737
SH600400,红豆股份,3.43,0.05,1.48,3.6,5994800,20542647,0.24,48.152,1.479,8689071208
SH603332,苏州龙杰,29.65,0.35,1.19,12.59,696400,20479236,2.34,35.534,2.035,3526511700
SH600755,厦门国贸,6.9,-0.06,-0.86,-2.78,2958800,20457534,0.16,5.434,3.268,12909026212
SH600300,维维股份,3.87,-0.05,-1.28,31.19,5223100,20268786,0.31,52.479,0,6470640000
SH603022,新通联,16.32,0.03,0.18,28.2,1234200,20214989,0.62,106.546,0,3264000000
SH603886,元祖股份,17.43,0.02,0.11,5.43,1173800,20197704,0.49,17.613,6.936,4183200000
SH600501,航天晨光,11.09,-0.08,-0.72,42,1804600,20147937,0.43,39.069,0,4672035124
SH600890,中房股份,6.58,0.06,0.92,3.95,3012632,20060166,0.52,258.063,0,3811102607
SH603118,共进股份,12.26,-0.19,-1.53,10.22,1626101,20032064,0.21,29.692,0.98,9510490650
SH600184,光电股份,11.3,-0.15,-1.31,0.03,1748600,20018819,0.34,149.16,0.323,5748997334
SH600928,西安银行,5.45,-0.03,-0.55,-27.31,3611486,19786873,0.31,9.005,3.376,24222222225
SH603015,弘讯科技,7.53,0.03,0.4,17.84,2607900,19778511,0.65,65.224,0,3043769070
SH600335,国机汽车,5.46,-0.11,-1.97,-4.75,3562530,19599839,0.35,22.494,1.073,7954539416
SH600555,*ST海创,1.69,-0.09,-5.06,-26.84,11472300,19568664,1.18,-8.24,0,2202915000
SH603348,文灿股份,24.81,0.11,0.45,2.83,790669,19549546,0.93,88.586,0.582,6017307665
SH603809,豪能股份,25.76,-0.6,-2.28,174.56,752300,19536747,0.65,39.526,0.733,5573129632
SH603238,诺邦股份,38.21,0.47,1.25,121.63,513600,19488617,0.43,28.621,0.643,4723520200
SH603168,莎普爱思,8.64,-0.3,-3.36,-0.32,2227291,19479060,0.69,-89.008,0.123,2787199191
SH601595,上海电影,13.21,-0.3,-2.22,9.96,1466380,19467163,0.33,-35.491,0.703,5920722000
SH600170,上海建工,3.12,-0.02,-0.64,-7.99,6169980,19314819,0.07,8.638,4.473,27781720911
SH603611,诺力股份,19.43,0.32,1.67,17.62,994288,19159833,0.37,19.929,0,5198221643
SH600552,凯盛科技,6.42,-0.12,-1.83,10.75,2958672,19100099,0.39,53.315,1.527,4904135299
SH600987,航民股份,5.54,0.09,1.65,-9.06,3460255,19091752,0.38,9.115,4.022,5987736379
SH601118,海南橡胶,5.17,0,0,5.15,3688001,19061695,0.09,-148.199,0.067,22124641710
SH603887,城地香江,24.73,-0.25,-1,40.01,767600,19039229,0.28,25.449,0.142,9288100102
SH600640,号百控股,15.94,-0.22,-1.36,-38.08,1187960,19014209,0.15,1400.172,0.334,12683393284
SH600513,联环药业,11.09,0.04,0.36,43.4,1722800,18985531,0.6,38.231,0.764,3193813203
SH600477,杭萧钢构,4.18,-0.06,-1.42,52.11,4511000,18985175,0.21,12.154,2.353,9002622378
SH600655,豫园股份,8.88,-0.07,-0.78,17.14,2128700,18917870,0.13,10.401,3.244,34487806240
SH603559,中通国脉,18.59,-0.27,-1.43,4.5,1012400,18917580,0.71,-394.024,0,2664192518
SH603683,晶华新材,15.81,0.06,0.38,17.54,1180400,18706399,2.34,155.668,0.74,2002652700
SH600723,首商股份,10.34,-0.07,-0.67,71.57,1788800,18605494,0.27,65.873,1.81,6807934108
SH601375,中原证券,5.64,-0.03,-0.53,5.22,3270600,18444132,0.12,-174.508,0,26185869708
SH600502,安徽建工,4.31,-0.07,-1.6,9.69,4254700,18406750,0.25,10.98,3.44,7418200772
SH601330,绿色动力,10.02,0.02,0.2,-4.76,1830300,18385419,0.72,25.939,0.993,11635224000
SH603711,香飘飘,25.5,-0.6,-2.3,0.41,710746,18288732,1.45,41.03,0.966,10663363050
SH603628,清源股份,9.48,0.08,0.85,19.1,1924900,18245619,0.7,-57.516,0,2595624000
SH600114,东睦股份,10.1,-0.14,-1.37,20.19,1782796,18094198,0.29,20.416,1.957,6226190622
SH600509,天富能源,4.1,-0.01,-0.24,13.26,4372000,18065497,0.48,-15.121,0,4720801570
SH601566,九牧王,12.54,0.01,0.08,17.51,1423858,18043251,0.25,28.722,5.188,7205949861
SH603138,海量数据,18.72,-0.33,-1.73,39.43,958398,18039127,0.38,103.935,0.175,4729879889
SH603982,泉峰汽车,16.9,-0.35,-2.03,-9.08,1058100,18010134,1.3,43.67,0.873,3405897560
SH600129,太极集团,15.82,-0.12,-0.75,39.14,1131900,17939668,0.21,-59.291,0,8810011570
SH600259,广晟有色,30.09,-0.18,-0.59,-13.46,595197,17915015,0.2,6821.547,0,9081230936
SH601010,文峰股份,3.34,0.02,0.6,12.46,5338150,17887317,0.29,23.766,2.711,6172320000
SH601010,文峰股份,3.34,0.02,0.6,12.46,5338150,17887317,0.29,23.766,2.711,6172320000
SH603028,赛福天,13.18,-0.1,-0.75,11.71,1357509,17865593,0.61,128.141,0.151,2910144000
SH603956,威派格,19.69,-0.12,-0.61,19.75,903651,17826223,1.03,75.513,0.757,8387154369
SH603660,苏州科达,9.23,0.07,0.76,-15.72,1931243,17791533,0.39,-115.121,0.439,4609165874
SH600835,上海机电,18.43,0.12,0.66,13.58,968600,17765403,0.12,18.213,2.033,18849085446
SH601399,ST国重装,3.97,0.06,1.53,19.58,4438441,17705810,0.9,68.785,0,28855006746
SH600854,春兰股份,4.2,-0.06,-1.41,11.31,4189600,17653452,0.81,144.866,0.941,2181725860
SH600523,贵航股份,17.62,-0.08,-0.45,30.04,990900,17637141,0.25,51.093,0.944,7123965458
SH600123,兰花科创,5.15,-0.07,-1.34,-16.44,3405500,17592785,0.3,22.249,3.824,5883360000
SH603079,圣达生物,27.71,-0.46,-1.63,-2.29,630484,17554043,0.37,28.862,0.307,4743646026
SH603200,上海洗霸,32.74,0.12,0.37,70.17,535800,17553345,0.53,83.129,0,3299130504
SH600581,八一钢铁,3.32,-0.04,-1.19,-6.74,5256120,17550265,0.34,89.497,0,5089220928
SH600726,华电能源,2.36,0.01,0.43,33.33,7352900,17444203,0.48,-41.983,0,4641353361
SH603050,科林电气,14.48,0,0,31.64,1207660,17395053,0.75,24.22,1.168,2349010760
SH601567,三星医疗,6.95,-0.06,-0.86,-3.24,2498258,17355550,0.18,9.742,2.983,9636654918
SH600312,平高电气,7.45,-0.09,-1.19,16.05,2311600,17314272,0.17,44.176,0.676,10109063752
SH600285,羚锐制药,10.81,-0.07,-0.64,12.88,1599612,17268577,0.28,21.271,2.765,6138015204
SH603977,国泰集团,7.92,-0.11,-1.37,36.75,2155080,17220506,0.5,26.45,1.065,4368526090
SH603630,拉芳家化,17.08,-0.11,-0.64,27.67,1007480,17184283,0.45,77.463,0.752,3872377600
SH600618,氯碱化工,7.76,0.19,2.51,6.26,2228609,17133209,0.3,17.966,1.309,8973663814
SH600389,江山股份,21.16,0.35,1.68,8.67,801024,16851880,0.27,19.245,6.295,6284520000
SH600682,南京新百,11.98,-0.08,-0.66,18.5,1402480,16823712,0.12,14.207,0,16126664008
SH600543,莫高股份,7.57,0.13,1.75,31.11,2244504,16757283,0.7,457.848,0.347,2430878400
SH600054,黄山旅游,8.73,-0.11,-1.24,-3.59,1906867,16695109,0.37,76.018,1.236,6367482511
SH600810,神马股份,7.82,0.11,1.43,2.02,2146090,16693735,0.37,49.776,1.957,6548278420
SH600405,动力源,5.71,-0.01,-0.17,20.72,2905471,16606809,0.53,204.852,0,3197274233
SH603507,振江股份,27.33,0.35,1.3,22.01,610300,16600248,0.76,37.272,0.334,3500191362
SH600731,湖南海利,10.5,0,0,45.43,1579500,16598782,0.48,17.399,0,3729838329
SH601212,白银有色,2.74,-0.04,-1.44,-25.48,6045800,16566549,0.08,-29.564,0.087,20289082160
SH603677,奇精机械,12.54,0.29,2.37,4.97,1315650,16509638,0.68,34.181,3.936,2409301585
SH601077,渝农商行,5.04,-0.04,-0.79,-21.16,3258500,16500072,0.24,6.24,4.528,57239280000
SH603610,麒盛科技,32.28,0.35,1.1,-0.7,509768,16458830,0.98,18.453,2.269,6696778360
SH603368,柳药股份,23.7,-0.11,-0.46,0.68,690152,16359609,0.19,11.889,2.04,8595106132
SH601163,三角轮胎,15.21,-0.19,-1.23,1.73,1071378,16353461,0.13,13.124,2.286,12168000000
SH600497,驰宏锌锗,3.87,-0.06,-1.53,-8.58,4210990,16339978,0.1,43.9,3.069,19703298368
SH603688,石英股份,22.48,-0.27,-1.19,20.39,723965,16326284,0.21,38.144,0.633,7934491254
SH600582,天地科技,3.14,0,0,1.48,5171179,16227649,0.12,11.673,3.185,12995169121
SH603758,秦安股份,8.56,-0.19,-2.17,37.38,1865700,16151326,0.43,8.851,0.924,3756102739
SH600567,山鹰纸业,3.12,-0.02,-0.64,-17.24,5166549,16146498,0.11,15.284,0,14338240890
SH600609,金杯汽车,6.82,-0.14,-2.01,72.22,2337083,16046965,0.21,175.85,0,8942387806
SH600896,览海医疗,4.84,0.04,0.83,13.08,3296512,15994382,0.38,-24.466,0,4206439523
SH603353,和顺石油,61.6,0.1,0.16,123.46,259500,15839807,0.78,54.192,0.664,8216208000
SH600587,新华医疗,17.33,0.1,0.58,22.15,914034,15807189,0.23,23.734,0.575,7043398817
SH601798,蓝科高新,8.32,-0.21,-2.46,33.98,1882800,15755643,0.53,-130.432,0,2949674607
SH601808,中海油服,11.85,-0.14,-1.17,-37.55,1319216,15724621,0.04,17.448,1.334,56543365200
SH600039,四川路桥,4.32,-0.03,-0.69,30.78,3603796,15658549,0.1,8.298,1.606,16007006203
SH603826,坤彩科技,31.16,-0.3,-0.95,90.12,500520,15613992,0.11,109.902,0,14582880000
SH600825,新华传媒,6.22,-0.15,-2.35,8.68,2472503,15534395,0.24,570.924,0.11,6499202427
SH600865,百大集团,7.83,-0.1,-1.26,26.5,1972300,15519259,0.52,16.384,1.529,2945961674
SH600561,江西长运,5.64,0.17,3.11,-3.42,2772500,15468810,1.17,-3.378,0,1604449152
SH603085,天成自控,10.28,0.04,0.39,25.98,1519833,15455010,0.52,-7.104,0,3805917462
SH603880,南卫股份,14.69,-0.09,-0.61,63.89,1050890,15423184,0.48,36.622,0.26,3227393000
SH601898,中煤能源,4.07,0.01,0.25,-16.54,3789296,15414463,0.04,12.979,3.12,53962760038
SH600108,亚盛集团,3.47,-0.02,-0.57,19.4,4422344,15414215,0.23,154.3,0.13,6755795470
SH603180,金牌厨柜,61.19,0.58,0.96,29.74,253774,15403328,0.27,25.401,1.072,5943236008
SH600225,*ST松江,1.64,-0.09,-5.2,-44.59,9264400,15397958,0.99,-1.59,0,1534207889
SH603108,润达医疗,13.96,-0.04,-0.29,40.44,1100412,15367074,0.19,32.792,0,8090295743
SH600933,爱柯迪,14.94,-0.06,-0.4,9.52,1018000,15357623,0.37,33.674,1.645,12832469478
SH603399,吉翔股份,6.23,-0.04,-0.64,-53.85,2455487,15317895,0.48,-9.414,0,3227598833
SH600376,首开股份,6.74,-0.07,-1.03,-9.66,2253200,15220521,0.09,8.809,5.865,17386269731
SH603859,能科股份,38,-0.25,-0.65,37.9,397800,15168253,0.31,53.117,0.131,5287787210
SH603918,金桥信息,12.51,-0.14,-1.11,12.41,1200450,15162545,0.52,52.591,0.667,2916920296
SH603730,岱美股份,29.55,-0.3,-1.01,43.89,509090,15158675,0.09,35.935,1.168,17125182538
SH600642,申能股份,5.65,-0.03,-0.53,0.93,2666234,15127785,0.06,12.932,3.853,27753016485
SH603336,宏辉果蔬,11.58,-0.14,-1.19,21.99,1300137,15090746,0.4,48.602,0.647,3810609467
SH603505,金石资源,22.37,0.32,1.45,8.98,679131,15060675,0.29,26.419,1.336,5368800000
SH605108,同庆楼,23.85,-0.3,-1.24,42.81,625900,14990168,1.25,28.733,0,4770000000
SH600794,保税科技,3.43,-0.06,-1.72,-10.21,4339500,14957084,0.36,27.188,0,4157681899
SH603439,贵州三力,25.73,0.19,0.74,250.07,584800,14934784,1.44,84.161,0,10480400618
SH600130,波导股份,4.24,-0.03,-0.7,15.85,3503400,14918444,0.46,64.815,0,3256320000
SH603012,创力集团,7.58,-0.05,-0.66,-14.19,1966871,14916207,0.31,14.151,0.915,4825124800
SH600018,上港集团,4.29,-0.02,-0.46,-23.19,3458911,14849967,0.01,11.685,3.372,99415064249
SH603197,保隆科技,29.06,-0.18,-0.62,-6.88,511220,14823641,0.31,26.606,1.109,4798765474
SH605100,华丰股份,50.2,-0.14,-0.28,27.31,295738,14813153,1.36,24.769,0,4352340000
SH600738,兰州民百,5.9,0.02,0.34,19.43,2506100,14646005,0.34,24.897,5.142,4563440408
