股票代码,股票名称,当前价,涨跌额,涨跌幅/%,年初至今/%,成交量,成交额,换手率/%,市盈率TTM,股息率/%,市值
SH603773,沃格光电,30.71,-0.37,-1.19,-8.43,244800,7537386,0.38,140.545,0.521,2905029525
SH601333,广深铁路,2.36,-0.02,-0.84,-21.05,3174900,7522420,0.06,-26.858,2.532,16717147320
SH600146,*ST环球,1.76,-0.02,-1.12,-86.96,4239500,7483721,0.9,-5.321,0,827147200
SH603111,康尼机电,6.48,-0.06,-0.92,22.73,1148800,7475667,0.14,8.397,0,6436425136
SH603123,翠微股份,9.62,0,0,42.54,773700,7446399,0.15,94.699,1.143,5042267416
SH600757,长江传媒,5.63,-0.03,-0.53,-5.09,1317700,7428674,0.11,8.851,3.534,6832851037
SH603277,银都股份,11.24,-0.04,-0.35,6.74,657100,7405115,0.16,17.279,1.949,4609018200
SH603488,展鹏科技,10.09,0,0,65.71,728240,7366187,0.25,31.115,1.982,2951500566
SH601005,重庆钢铁,1.5,-0.01,-0.66,-18.92,4895500,7358643,0.06,31.014,0,13377903401
SH603222,济民制药,35.72,-0.28,-0.78,-34.98,204400,7323401,0.06,205.378,0.133,11430400000
SH603790,雅运股份,12.31,-0.28,-2.22,-21.92,588600,7299139,0.96,33.713,1.584,2355641600
SH600128,弘业股份,6.86,-0.04,-0.58,-8.22,1061575,7298260,0.43,24.981,0.724,1692825050
SH603530,神马电力,23.45,-0.25,-1.05,16.87,310100,7287946,0.77,70.423,0.93,9381043291
SH600186,莲花健康,2.68,-0.04,-1.47,4.88,2685200,7245454,0.19,-127.647,0,3698196199
SH600293,三峡新材,2.57,-0.02,-0.77,-18.15,2801100,7207421,0.24,-4.434,0,2981572768
SH600479,千金药业,9.25,-0.09,-0.96,11.18,778740,7205135,0.19,13.339,5.359,3871190832
SH600722,金牛化工,4.03,0.02,0.5,-14.98,1774604,7179516,0.26,126.736,0,2741688294
SH603017,中衡设计,12.2,-0.1,-0.81,20.42,588800,7178290,0.22,15.397,3.487,3377054282
SH603929,亚翔集成,14.83,-0.14,-0.94,-1.21,478400,7171746,0.22,75.82,1.669,3164128800
SH603682,锦和商业,10.35,-0.1,-0.96,30.85,687905,7139196,0.73,27.133,3.636,4890375000
SH605188,国光连锁,12.27,0.01,0.08,163.87,580100,7129172,1.17,50.585,0,6080766600
SH601880,大连港,1.99,-0.01,-0.5,-0.97,3572910,7115576,0.05,30.244,1.05,25660126638
SH600759,洲际油气,2.01,-0.01,-0.5,-27.44,3525530,7110687,0.16,-33.533,0,4549650111
SH603136,天目湖,26.54,-0.55,-2.03,-0.3,266450,7097626,0.23,51.748,0,3079064773
SH601588,北辰实业,2.6,-0.03,-1.14,-16.51,2714700,7096818,0.1,16.013,5.703,8754252000
SH603226,菲林格尔,10.57,-0.18,-1.67,-22.75,662639,7054140,0.32,28.493,0,2223401191
SH600693,东百集团,5.17,0.02,0.39,-1.15,1355062,6998871,0.15,10.454,0,4643844695
SH600863,内蒙华电,2.62,-0.01,-0.38,0.03,2660400,6995686,0.05,14.518,4.791,15218342815
SH603991,至正股份,38.21,-0.96,-2.45,122.67,180200,6981789,0.24,-32.538,0,2847982274
SH600017,日照港,2.81,-0.01,-0.35,-2.48,2485400,6981306,0.08,13.083,0.89,8642587425
SH603815,交建股份,16.83,-0.16,-0.94,-2.64,413900,6965656,0.83,80.376,0.589,8398170000
SH600180,瑞茂通,6.29,-0.04,-0.63,-8.26,1100540,6928491,0.11,26.743,1.968,6393643249
SH600476,湘邮科技,12.73,-0.16,-1.24,-12.87,541000,6924266,0.34,-31.537,0,2050421100
SH600213,亚星客车,7.14,-0.15,-2.06,-17.74,950900,6827156,0.43,-44.867,0,1570800000
SH603508,思维列控,30.51,-0.19,-0.62,-27.13,222780,6820331,0.1,41.814,1.115,8314643200
SH601369,陕鼓动力,6.68,-0.03,-0.45,4.3,1013598,6805386,0.06,17.712,3.428,11208774356
SH600135,乐凯胶片,7.16,-0.06,-0.83,1.43,950500,6787585,0.25,58.724,0.652,3961678829
SH603838,四通股份,9.38,-0.22,-2.29,12.65,718800,6785726,0.27,178.215,0.436,3001750080
SH600628,新世界,9.56,-0.17,-1.75,1.76,704800,6770099,0.11,-167.944,0.311,6184128671
SH600996,贵广网络,7.27,-0.05,-0.68,-8.48,929752,6768399,0.09,62.711,1.364,7645859116
SH600962,国投中鲁,8.66,-0.04,-0.46,5.87,776800,6736951,0.31,589.772,0,2270738600
SH600396,金山股份,2.68,-0.03,-1.11,44.09,2502101,6736257,0.17,23.393,0,3946854270
SH603045,福达合金,13.17,0.01,0.08,-11.21,510400,6715427,0.54,41.911,1.133,1812455400
SH601500,通用股份,6.11,-0.02,-0.33,-5.36,1093400,6643150,0.13,68.236,0.816,5329692450
SH603408,建霖家居,18.44,-0.17,-0.91,20.9,359129,6628198,0.8,24.432,1.871,8236779200
SH600807,济南高新,3.87,-0.06,-1.53,7.2,1689900,6573066,0.21,69.134,0,3423536409
SH603365,水星家纺,14.74,0.19,1.31,1.4,448800,6549611,0.51,14.135,5.498,3930715800
SH603823,百合花,15.13,-0.08,-0.53,-19.08,432200,6522573,0.44,21.978,1.456,4765950000
SH600148,长春一东,14.66,-0.1,-0.68,10.84,440700,6518295,0.31,64.526,0.777,2074631157
SH600708,光明地产,2.82,-0.02,-0.7,-17.03,2303317,6509388,0.1,-89.12,3.521,6284755615
SH603860,中公高科,26,-0.47,-1.78,-4.35,248100,6474328,0.37,47.435,0.624,1733680000
SH600743,华远地产,2.21,-0.03,-1.34,-6.22,2906701,6469249,0.12,6.959,5.333,5184882932
SH603214,爱婴室,31.91,-0.27,-0.84,7.49,201820,6464400,0.26,33.5,1.116,4557016044
SH600235,民丰特纸,5.06,-0.04,-0.78,-12.66,1274700,6462818,0.36,49.124,0.098,1777578000
SH600980,北矿科技,13.95,-0.1,-0.71,-0.54,461500,6450793,0.3,51.07,0.214,2165177826
SH600076,康欣新材,3.31,-0.03,-0.9,-24.6,1937700,6434811,0.19,44.434,0,3423414267
SH600968,海油发展,2.4,-0.01,-0.41,-16.98,2673600,6412688,0.14,21.819,1.542,24396250078
SH603326,我乐家居,11.28,-0.06,-0.53,4.35,567060,6387124,0.18,22.933,1.768,3571676640
SH600455,博通股份,24.6,-0.12,-0.49,-30.03,258400,6384173,0.41,74.439,0,1536466800
SH600710,苏美达,5.03,-0.02,-0.4,-7.29,1264080,6372595,0.1,14.429,2.012,6572949653
SH600284,浦东建设,6.38,-0.02,-0.31,2.73,997141,6367918,0.1,14.317,2.188,6190233280
SH600565,迪马股份,2.93,-0.01,-0.34,-16.47,2164300,6344385,0.09,6.05,1.938,7514677312
SH603577,汇金通,10.28,-0.11,-1.06,36.37,615020,6330593,0.25,33.407,0.605,2963397456
SH600461,洪城水业,6.49,-0.01,-0.15,12.94,976562,6325780,0.12,10.765,4,6152768898
SH603978,深圳新星,20.91,-0.13,-0.62,-18.73,301700,6317321,0.19,57.656,0.297,3345600000
SH600250,南纺股份,5.88,-0.01,-0.17,-8.98,1062836,6297960,0.41,16.636,0,1826292009
SH600671,*ST目药,9.38,0.45,5.04,-23.86,674688,6293670,0.55,25.053,0,1142285941
SH600960,渤海汽车,3.38,-0.05,-1.46,6.27,1847280,6272274,0.19,92.515,0.292,3212742451
SH603602,纵横通信,13.07,-0.13,-0.98,-28.02,476230,6261799,0.23,-1621.518,0.233,2664188800
SH603912,佳力图,17.68,-0.13,-0.73,29.96,352140,6246802,0.31,54.069,1.397,3835700752
SH603818,曲美家居,10.48,0,0,25.36,593200,6227173,0.12,-198.086,0,6109835242
SH600119,ST长投,9.06,0.17,1.91,66.54,692700,6220649,0.23,37.1,0,2785044000
SH603011,合锻智能,5.54,-0.09,-1.6,10.57,1114500,6220110,0.25,147.443,0.355,2510034359
SH603797,联泰环保,8.78,-0.01,-0.11,10.68,708384,6216999,0.16,19.169,1.38,3948999802
SH600187,国中水务,2.54,-0.03,-1.17,-0.78,2429139,6204413,0.15,122.062,0,4200995225
SH601015,陕西黑猫,2.9,-0.03,-1.02,-5.96,2135965,6203960,0.15,-112.793,3.39,4726389472
SH600713,南京医药,4.67,-0.04,-0.85,2.09,1325886,6201150,0.15,13.517,2.123,4864324509
SH600169,太原重工,2.06,-0.02,-0.96,-11.59,3001000,6174743,0.12,-4.683,0,5281747300
SH600262,北方股份,17.8,-0.22,-1.22,-1.37,345000,6153854,0.2,41.528,0.666,3026000000
SH601968,宝钢包装,8.62,-0.04,-0.46,71.79,713200,6147061,0.09,43.77,0.895,7183333046
SH600880,博瑞传播,4.2,0.03,0.72,5.75,1460400,6128237,0.13,78.342,0.48,4591994786
SH603321,梅轮电梯,7.74,0.04,0.52,-5.44,791800,6119163,0.26,57.785,0.654,2376180000
SH603876,鼎胜新材,13.73,-0.2,-1.44,-12.88,441024,6082887,0.18,32.372,0.732,5953739914
SH603603,博天环境,6.33,0.01,0.16,-31.05,960400,6080489,0.37,-3.078,0,2644573074
SH603032,德新交运,17.29,-0.08,-0.46,-22.12,351119,6079562,0.22,562.666,0,2766538320
SH600995,文山电力,8.15,-0.06,-0.73,7.53,739700,6034470,0.15,17.282,2.68,3899990160
SH600137,浪莎股份,16.19,-0.15,-0.92,4.58,365200,5959631,0.38,99.348,0.612,1573952750
SH603058,永吉股份,8.98,-0.08,-0.88,22.91,661200,5946705,0.29,20.647,1.323,3763288112
SH603900,莱绅通灵,8.31,-0.15,-1.77,-7.47,706100,5901937,0.21,33.045,4.695,2829337610
SH600306,*ST商城,4.7,0.16,3.52,-17.4,1262300,5861929,0.71,-6.577,0,837252915
SH600663,陆家嘴,11.8,-0.04,-0.34,-9.11,492734,5819148,0.02,14.387,3.851,47603529792
SH603726,朗迪集团,13.76,-0.01,-0.07,20.61,423308,5819038,0.23,31.484,2.551,2554560512
SH600790,轻纺城,3.26,-0.01,-0.31,0.83,1781100,5818141,0.12,11.84,5.505,4778478425
SH605166,聚合顺,11.38,0.09,0.8,61.42,506800,5715038,0.64,38.459,0,3590924860
SH600792,云煤能源,2.99,-0.04,-1.32,-14.81,1904100,5713298,0.19,26.295,0,2959871564
SH603335,迪生力,4.8,0,0,-0.56,1188900,5709928,0.28,48.352,0.417,2055094080
SH603703,盛洋科技,11.32,-0.06,-0.53,-25.62,503400,5709109,0.22,505.548,0.088,2600204000
SH600917,重庆燃气,7.5,-0.02,-0.27,4.52,759400,5700007,0.05,32.172,1.13,11670000000
SH600689,上海三毛,8.02,0.07,0.88,-18.04,709700,5683593,0.47,-248.395,0.164,1611950571
SH600168,武汉控股,7.28,-0.08,-1.09,10.39,776800,5671947,0.11,23.96,1.432,5165667358
SH600353,旭光电子,5.82,-0.06,-1.02,4.81,966600,5637234,0.18,55.854,1.024,3164450400
SH603357,设计总院,10.33,-0.04,-0.39,0.17,544460,5621794,0.12,15.387,2.111,4695426070
SH603356,华菱精工,12.54,-0.13,-1.03,-0.96,444900,5603483,0.49,25.68,1.5,1672083600
SH600510,黑牡丹,8.11,-0.06,-0.73,24.33,685400,5562276,0.07,9.806,2.827,8491940653
SH600717,天津港,4.66,0,0,-9.47,1184821,5507795,0.05,18.876,1.609,11238370699
SH600626,申达股份,4.43,-0.03,-0.67,-25.59,1234200,5495127,0.15,-8.622,0.558,3775650530
SH603903,中持股份,11.82,-0.16,-1.34,19.67,462476,5494886,0.23,19.441,0.462,2391716860
SH603556,海兴电力,14.3,-0.1,-0.69,-8.66,383537,5494779,0.08,15.189,4.234,6988181772
SH603729,龙韵股份,16.72,-0.32,-1.88,5.16,325340,5466115,0.35,-148.313,0,1560611360
SH600620,天宸股份,7.72,-0.11,-1.4,19.7,702100,5454452,0.1,64.287,0.383,5301147312
SH603199,九华旅游,21.04,-0.28,-1.31,-10.01,258100,5445533,0.23,468.528,1.032,2328707200
SH600520,文一科技,8.4,-0.07,-0.83,-22.29,643400,5439267,0.41,-22.301,0,1330812000
SH605136,丽人丽妆,28.36,2.58,10.01,131.89,191205,5422574,0.48,39.801,,11344283600
SH600818,中路股份,9.53,-0.12,-1.24,-20.05,565600,5403251,0.24,-169.954,0,3063398582
SH603300,华铁应急,6.8,-0.04,-0.58,-12.6,791900,5397009,0.12,30.309,0,6138404234
SH600969,郴电国际,6.58,0,0,0.06,810300,5386514,0.22,65.435,0.622,2434932185
SH603898,好莱客,17.37,0.1,0.58,8.83,308800,5363738,0.1,18.488,2.105,5406858579
SH600841,上柴股份,9,0,0,28,594300,5362464,0.11,49.262,0.456,7800208470
SH600080,ST金花,5.94,-0.05,-0.83,-0.93,901000,5360674,0.3,135.959,0.503,2217225493
SH600688,上海石化,3.45,-0.01,-0.29,-8.05,1550600,5347753,0.02,-58.553,3.468,37342156575
SH600106,重庆路桥,2.74,-0.02,-0.72,-0.79,1947320,5344905,0.15,18.328,2.207,3641528670
SH600611,大众交通,3.71,-0.02,-0.54,-5.73,1437250,5342174,0.09,15.738,3.36,8770895825
SH600331,宏达股份,2.35,-0.03,-1.26,-10.65,2261500,5337566,0.11,-87.297,0,4775200000
SH600874,创业环保,6.8,-0.04,-0.58,-4.02,778900,5312786,0.07,17.79,1.562,9705153324
SH601969,海南矿业,5.62,-0.06,-1.06,-2.94,940800,5310834,0.05,108.19,0,10985528165
SH603398,邦宝益智,10.11,-0.15,-1.46,-0.49,520312,5288357,0.18,43.272,0,2996430108
SH600639,浦东金桥,12.98,-0.1,-0.76,-2.07,405106,5274390,0.05,12.281,2.363,14568919351
SH600317,营口港,2.61,-0.02,-0.76,4.2,1980601,5189252,0.03,15.981,1.832,16894485638
SH600838,上海九百,7.13,-0.08,-1.11,12.75,723900,5187394,0.18,39.076,1.047,2858288525
SH601999,出版传媒,6.08,-0.02,-0.33,3.21,848200,5163471,0.15,32.854,1.336,3349561376
SH603089,正裕工业,12.35,-0.01,-0.08,20.66,417232,5155768,0.19,59.633,2.256,2730886686
SH600830,香溢融通,6.01,-0.04,-0.66,9.42,856400,5146906,0.19,321.051,0.331,2730479709
SH600078,澄星股份,4.55,-0.02,-0.44,-11.65,1128300,5124673,0.17,78.111,0.219,3014706518
SH603618,杭电股份,5.7,-0.05,-0.87,5.44,888400,5079056,0.13,33.5,1.736,3938917307
SH603217,元利科技,29.45,-0.11,-0.37,-15.12,172239,5066637,0.42,31.844,1.45,3753579200
SH603725,天安新材,8.08,-0.1,-1.22,7.34,620446,5023669,0.3,399.607,1.241,1659244160
SH600595,ST中孚,2.18,-0.02,-0.91,-0.91,2295037,5006193,0.13,39.583,0,4275468444
SH600602,云赛智联,6.74,-0.06,-0.88,-17.62,741111,5006161,0.07,43.786,0.795,9218119087
SH605001,威奥股份,18.2,-0.04,-0.22,12.76,273400,4993340,0.36,25.933,0,5500404000
SH600796,钱江生化,5.61,-0.04,-0.71,3.51,888300,4992786,0.29,178.643,0,1690866028
SH603992,松霖科技,16.02,-0.02,-0.12,-19.55,310800,4983266,0.69,27.942,1.083,6424177925
SH603329,上海雅仕,13.62,-0.07,-0.51,-1.23,365057,4982081,0.56,-20.072,0,1797840000
SH600593,大连圣亚,43.05,-0.06,-0.14,-0.94,114900,4949445,0.09,-291.741,0,5544840000
SH600579,克劳斯,5.54,-0.02,-0.36,-16.69,893000,4949013,0.22,-13.573,0,4067678481
SH601929,吉视传媒,2.22,-0.02,-0.89,4.39,2212800,4939094,0.07,150.64,0.17,6906661343
SH601116,三江购物,13.35,-0.05,-0.37,4.78,369419,4937687,0.09,55.048,1.499,7311506640
SH600290,*ST华仪,1.55,0,0,-45.42,3176800,4935031,0.42,-0.39,0,1177850442
SH600278,东方创业,9.34,-0.01,-0.11,-11.34,524900,4901170,0.1,86.95,0.51,6648089711
SH600819,耀皮玻璃,4.57,-0.01,-0.22,-9.05,1074401,4896167,0.14,26.948,1.46,4272566435
SH600610,ST毅达,4.55,-0.05,-1.09,39.57,1074398,4894759,0.29,90.591,0,4874299453
SH601228,广州港,3.27,0,0,-13.46,1492900,4893425,0.02,23.842,1.273,20251698600
SH603506,南都物业,23.8,-0.12,-0.5,12.88,203060,4848312,0.61,25.336,1.051,3192222243
SH601003,柳钢股份,4.62,-0.01,-0.22,-10.45,1050275,4844803,0.04,6.371,9.719,11840104584
SH600658,电子城,5.56,-0.08,-1.42,7.67,865880,4829277,0.08,14.963,2.376,6219332850
SH603717,天域生态,7.8,-0.07,-0.89,-11.06,615700,4813816,0.25,216.163,0,1886010672
SH603268,松发股份,17.31,-0.31,-1.76,8.26,274300,4778781,0.22,136.859,0,2149361928
SH600257,大湖股份,4.23,-0.02,-0.47,-2.08,1125400,4769735,0.23,-15.538,0,2035633305
SH600727,鲁北化工,7.34,0.01,0.14,3.53,650364,4768236,0.19,28.103,0,3879800211
SH603169,兰石重装,4.58,-0.05,-1.08,-21.58,1034394,4763283,0.1,-81.662,0,4815881569
SH603727,博迈科,18.28,0.03,0.16,-5.29,260868,4761386,0.11,68.27,0.552,4281070927
SH603315,福鞍股份,12.21,0.03,0.25,1.75,389200,4750046,0.18,30.914,1.355,3748790683
SH603687,大胜达,12.28,0.05,0.41,-14.97,385200,4708268,0.27,36.998,0.211,5045001389
SH600778,友好集团,5.09,-0.07,-1.36,-6.26,919000,4694154,0.3,102.405,0,1585490982
SH600651,*ST飞乐,3.82,-0.03,-0.78,-13.57,1223200,4685602,0.12,-17.35,0,9576847017
SH600361,华联综超,4.33,-0.05,-1.14,16,1072600,4654674,0.16,25.831,1.598,2882948285
SH603117,万林物流,3.84,-0.03,-0.78,2.08,1201480,4650684,0.19,47.015,1.031,2452765690
SH600715,文投控股,3.06,-0.01,-0.33,-13.8,1523300,4650135,0.08,-11.512,0,5675851710
SH603316,诚邦股份,8.62,-0.11,-1.26,-6.86,537000,4648101,0.26,47.125,0.367,1752273600
SH603689,皖天然气,10.6,-0.03,-0.28,-3.08,437900,4640944,0.13,17.186,1.976,3561600000
SH600328,中盐化工,7.44,0.01,0.13,-6.84,623451,4636531,0.14,14.007,3.365,7125024564
SH603192,汇得科技,26.27,-0.28,-1.05,-5.81,175000,4609957,0.66,25.954,1.395,2802133342
SH603879,永悦科技,7.72,-0.03,-0.39,-11.11,596080,4596528,0.21,169.95,0.462,2156881536
SH601258,ST庞大,1.1,0,0,-21.43,4151900,4576810,0.04,8.352,0,11249947577
SH600978,*ST宜生,1.15,-0.01,-0.86,-61.28,3968000,4568862,0.27,-2.07,0,1705300505
SH600877,ST电能,5.97,-0.05,-0.83,2.75,761600,4563177,0.11,51.917,0,4908305319
SH603701,德宏股份,9.41,-0.1,-1.05,-2.82,482010,4560071,0.18,46.311,1.628,2471937479
SH603656,泰禾光电,14.64,0.09,0.62,-1.53,310400,4545021,0.21,36.822,0.67,2241919824
SH603999,读者传媒,5.92,-0.07,-1.17,-18.94,766400,4544385,0.13,50.717,0.568,3409920000
SH600288,大恒科技,11.27,-0.06,-0.53,-3.77,399854,4507894,0.09,97.523,0.07,4922736000
SH600162,香江控股,2.13,-0.03,-1.39,-3.8,2097900,4504439,0.06,39.242,3.131,7233014433
SH600058,五矿发展,6.77,-0.04,-0.59,-15.59,663500,4493896,0.06,31.342,0,7256835513
SH600675,中华企业,3.97,-0.01,-0.25,-11.93,1127780,4490086,0.05,19.161,3.459,24201656950
SH601068,中铝国际,3.79,-0.04,-1.04,-31.53,1178400,4472743,0.4,-95.75,0.094,11214862668
SH600355,精伦电子,3.07,-0.05,-1.6,-9.97,1441900,4452040,0.29,-21.831,0,1510713844
SH601007,金陵饭店,8.34,-0.08,-0.95,-10.03,531900,4448458,0.18,63.141,0,2502000000
SH601107,四川成渝,3.56,-0.03,-0.84,-12.73,1244600,4434099,0.06,127.31,3.064,10886693600
SH603081,大丰实业,11.94,-0.1,-0.83,-26.03,370700,4434056,0.09,19.805,0.997,4797644080
SH600619,海立股份,7.61,-0.1,-1.3,-5.85,579700,4429527,0.1,39.634,2.338,6721914941
SH600052,浙江广厦,3.18,-0.05,-1.55,-27.44,1377900,4404165,0.16,-93.985,3.11,2684539276
SH601101,昊华能源,4.04,-0.06,-1.46,-15.99,1080400,4378339,0.09,-54.597,1.707,4847993019
SH600228,ST昌九,11.96,-0.04,-0.33,91.05,363100,4346324,0.15,-1360.258,0,2886187200
SH603933,睿能科技,12.95,-0.15,-1.15,-18.14,332300,4322540,0.17,182.879,0.763,2605969940
SH603007,花王股份,7.14,-0.02,-0.28,5.51,606500,4321670,0.18,71.822,1.405,2393136648
SH603937,丽岛新材,10.77,-0.13,-1.19,-3.01,399500,4312196,0.53,22.45,1.56,2249637600
SH600463,空港股份,7.04,-0.02,-0.28,-3.43,614000,4306359,0.2,-119.38,0,2112000000
SH600439,瑞贝卡,3.13,-0.03,-0.95,-12.07,1374520,4304389,0.12,32.846,0.952,3543114427
SH600826,兰生股份,10.31,-0.12,-1.15,-8.32,415000,4297556,0.1,262.545,1.236,4336821989
SH603551,奥普家居,16.18,-0.05,-0.31,8.34,263787,4276859,0.66,40.906,2.033,6472161800
SH603948,建业股份,22.24,-0.23,-1.02,57.82,191300,4268856,0.48,27.172,1.103,3558400000
SH600897,厦门空港,18.07,-0.1,-0.55,-16.72,234800,4249757,0.08,19.768,2.875,5381426700
SH603166,福达股份,7.1,-0.05,-0.7,22.88,594700,4232047,0.1,27.342,2.109,4203332841
SH600269,赣粤高速,3.46,-0.01,-0.29,-12.79,1207400,4185419,0.05,1318.71,4.335,8080508268
SH603126,中材节能,4.68,-0.05,-1.06,-2.85,891100,4183378,0.15,33.591,1.48,2857140000
SH603897,长城科技,19.79,-0.1,-0.5,6.06,209600,4154240,0.38,22.463,2.888,3530609045
SH600421,ST仰帆,13.01,-0.68,-4.97,59.44,317700,4149337,0.16,463.203,0,2544756000
SH601008,连云港,3.4,-0.05,-1.45,-12.09,1208562,4136814,0.12,528.593,0.058,3719009121
SH601811,新华文轩,10.56,-0.12,-1.12,-17.6,390263,4135178,0.05,11.431,2.809,13029360960
SH600083,*ST博信,6.37,-0.04,-0.62,-70.09,647900,4119506,0.28,-31.3,0,1465100000
SH600526,菲达环保,5.1,-0.02,-0.39,0.59,804900,4115492,0.15,37.596,0,2791763827
SH603059,倍加洁,31.74,-0.26,-0.81,13.42,129700,4115218,0.52,30.474,0.622,3174000000
SH603379,三美股份,20.02,-0.1,-0.5,-23.86,205240,4110752,0.11,31.451,1.583,12221790321
SH603090,宏盛股份,16.83,0.01,0.06,3.32,243300,4091968,0.24,61.137,0.595,1683000000
SH600488,天药股份,4.82,-0.03,-0.62,16.91,842460,4069215,0.09,42.012,0.816,5306370198
SH603637,镇海股份,10.14,-0.11,-1.07,-6.85,398773,4057023,0.16,39.369,1.388,2471138615
SH603178,圣龙股份,10.2,-0.09,-0.87,-14.64,396500,4051336,0.2,-14.373,0,2058786360
SH603009,北特科技,6.1,-0.08,-1.29,-1.77,660892,4048077,0.2,-13.811,0,2189913133
SH600386,北巴传媒,3.76,-0.03,-0.79,2.09,1061161,4011771,0.13,108.134,1.044,3032064000
SH603967,中创物流,14.51,-0.09,-0.62,-6.89,275800,4004321,0.41,20.081,2.568,3869333817
SH600356,恒丰纸业,8.93,-0.05,-0.56,16.79,443600,3973851,0.15,25.49,1.002,2667671206
SH600560,金自天正,9.59,-0.07,-0.72,10.65,413102,3966591,0.18,82.162,0.395,2144760345
SH600758,辽宁能源,3.24,-0.02,-0.61,-25.23,1223600,3963552,0.09,-14.405,0.184,4283336357
SH600159,大龙地产,2.6,-0.01,-0.38,4.06,1519000,3955710,0.18,24.006,1.916,2158008403
SH603221,爱丽家居,14.07,-0.14,-0.99,10.37,279804,3948548,0.47,29.943,1.267,3376800000
SH600283,钱江水利,10.7,-0.06,-0.56,2.29,366700,3929484,0.1,36.487,0,3777054611
SH600499,科达制造,4.17,-0.04,-0.95,-3.7,941059,3927024,0.07,-694.728,0,7874711104
SH600249,两面针,4.55,-0.05,-1.09,-0.44,861400,3924049,0.16,-31.801,0,2502500000
SH601579,会稽山,8.44,-0.01,-0.12,-1.4,463500,3912077,0.09,28.537,0,4197718400
SH603098,森特股份,9.78,0.04,0.41,-10.36,399440,3890666,0.08,27.562,1.542,4694562162
SH600483,福能股份,8.13,-0.02,-0.25,-8.57,477370,3887360,0.03,12.676,2.707,14311863449
SH601019,山东出版,6.24,-0.04,-0.64,-5.55,620600,3881489,0.15,10.552,5.096,13022256000
SH600428,中远海特,3.35,-0.03,-0.89,-10.43,1151900,3872976,0.05,97.715,0,7191280083
SH601900,南方传媒,8.97,-0.02,-0.22,-0.48,430200,3859686,0.05,14.862,2.781,8036012797
SH600088,中视传媒,12.27,-0.15,-1.21,-7.32,312360,3854879,0.08,-167.626,0.564,4879857528
SH600650,锦江投资,9.83,-0.09,-0.91,-0.79,391800,3854097,0.1,35.373,2.518,5422327352
SH603037,凯众股份,16.5,-0.03,-0.18,-10.1,231840,3831630,0.22,37.093,3.342,1730872275
SH600730,中国高科,4.75,-0.02,-0.42,-4.23,804600,3828864,0.14,-34.867,0,2786616010
SH601002,晋亿实业,5.77,-0.04,-0.69,-1.87,660600,3821134,0.08,49.434,0,5488585560
SH600734,*ST实达,1.66,-0.02,-1.19,-75.55,2291579,3814311,0.43,-0.339,0,1033138045
SH600319,ST亚星,4.73,0,0,2.16,807300,3811764,0.26,-176.154,0,1492759620
SH600992,贵绳股份,6.93,-0.03,-0.43,1.54,547400,3802162,0.22,58.062,0.517,1698473700
SH603586,金麒麟,17.63,-0.1,-0.56,2.09,215300,3788984,0.11,19.082,3.386,3590326581
SH600020,中原高速,3.49,-0.02,-0.57,-19.49,1081000,3780572,0.05,24.26,1.648,7843327694
SH601996,丰林集团,2.72,-0.03,-1.09,-1.49,1379100,3772270,0.13,28.719,2.174,3116094016
SH603908,牧高笛,25.21,-0.1,-0.4,4.1,148568,3759485,0.22,40.73,2.963,1681254900
SH603320,迪贝电气,12.99,0.03,0.23,1.1,289920,3759207,0.22,40.489,0.736,1688789566
SH600429,三元股份,5.23,0.01,0.19,-3.59,716600,3742369,0.05,-51.791,0.517,7832225338
SH603421,鼎信通讯,10.43,-0.08,-0.76,-15.11,357260,3735862,0.05,52.858,0.707,6849317283
SH603159,上海亚虹,12.34,0.07,0.57,8.77,302420,3726574,0.22,55.108,1.885,1727600000
SH600821,*ST劝业,4.75,0.04,0.85,3.49,771500,3675801,0.19,-25.58,0,5802115562
SH601086,国芳集团,4.95,-0.01,-0.2,-0.88,741100,3674695,0.11,53.191,2.008,3296700000
SH600365,ST通葡,2.5,-0.03,-1.19,-40.33,1459700,3656988,0.36,-21.921,0,1000000000
SH605338,巴比食品,22.17,2.02,10.02,74.29,164872,3655212,0.27,38.833,,5498160000
SH600616,金枫酒业,4.71,-0.02,-0.42,21.8,774190,3647280,0.12,-1718.376,0.489,3151013315
SH603016,新宏泰,24.18,-0.27,-1.1,46.38,150200,3635042,0.1,61.36,2.209,3582508800
SH600735,新华锦,5.86,0,0,-10.69,613100,3581209,0.16,37.138,1.071,2203314855
SH603299,苏盐井神,6.91,-0.04,-0.58,1.67,516200,3570083,0.09,26.036,1.47,5350964059
SH600791,京能置业,4.1,-0.06,-1.44,7.14,865000,3558821,0.19,-43.897,0.288,1856808000
SH601199,江南水务,4.07,-0.02,-0.49,9.58,840900,3423998,0.09,17.92,1.966,3806305888
SH600965,福成股份,6.28,-0.03,-0.48,-9.28,544300,3414381,0.07,30.648,2.377,5141441997
SH600638,新黄浦,6.45,-0.03,-0.46,-8.12,524496,3396033,0.08,-7.919,0,4343409270
SH600321,正源股份,2.12,-0.01,-0.47,-1.82,1597100,3394057,0.11,-33.267,0.472,3202366000
SH600470,*ST六化,3.58,-0.02,-0.56,-16.36,942221,3388922,0.18,-7.796,0,1867328000
SH603041,美思德,13.81,-0.15,-1.07,13.34,243360,3371424,0.17,24.674,1.132,1945824028
