0,传记
1,儿童
2,冒险
3,剧情
4,动作
5,动画
6,励志
7,历史
8,古装
9,同性
10,喜剧
11,奇幻
12,家庭
13,恐怖
14,悬疑
15,情色
16,惊悚
17,战争
18,歌舞
19,武侠
20,灾难
21,爱情
22,犯罪
23,真人秀
24,短片
25,科幻
26,纪录片
27,脱口秀
28,西部
29,运动
30,音乐
31,黑色电影
